"case_ID","pay_attn_to_politics","vote_in_2012","vote_choice_2012","attn_to_news","registered_to_vote","party_of_registration","vote_in_primary","vote_choice_primary","vote_for_president","vote_choice_president","approve_of_congress","country_on_track","approve_of_president","feeling_dem_cand","feeling_rep_cand","feeling_prev_pres","feeling_bill_clinton","feeling_dem_party","feeling_rep_party","have_health_insurance","favor_2010_health_care_law","liberal.cons_self","current_econ","party_better_economy","importance_of_guns","policy_immigrants","build_wall","speak_english","syrian_refugees","gov_waste_.tax_money","global_warming","death_penalty","obama_angry","obama_proud","religion_important","attend_church","attend_church_often","born_again_christian","age","married","education","hispanic","white","black.af.amer","amer.indian.alaskan","asian","hawaiian.pac.islander.mentioned","native_status_parents","grandparents_born_outside_US"
5055,"2. Most of the time","2. No, didn't vote",NA,"4. A little","2. Not registered",NA,"2. No, didn't vote in primary or caucus",NA,NA,NA,"2. Disapprove","2. Wrong track","2. Disapprove",60,32,31,70,50,50,"3. Neither favor nor oppose","3. Neither favor nor oppose",NA,"4. Bad","3. Not much difference between them","1. Extremely important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","3. Neither favor nor oppose","1. Very important","2. Oppose","1. Waste a lot","1. Has probably been happening","1. Favor","2. Some of the time","2. Some of the time","1. Important","1. Yes","4. A few times a year","1. Yes",60,"3. Divorced","2. High school graduate","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","2. Two"
5056,"1. Always","1. Yes, voted","2. Mitt Romney","1. A great deal","1. Registered","2. Republican party","1. Yes, voted in primary or caucus","4. Donald Trump","1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",0,85,15,30,15,70,"2. Oppose","2. Oppose","6. Conservative","4. Bad","2. Republicans","1. Extremely important","1. Make all unauthorized immigrants felons and send them back to their home country.","1. Favor","1. Very important","2. Oppose","3. Don't waste very much","2. Probably hasn't been happening","1. Favor","4. Most of the time","1. Never","1. Important","1. Yes","3. Once or twice a month","1. Yes",48,"3. Divorced","5. Bachelor's degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
5057,"1. Always","2. No, didn't vote",NA,"1. A great deal","2. Not registered",NA,"2. No, didn't vote in primary or caucus",NA,"1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",0,60,15,29,0,61,"2. Oppose","2. Oppose","7. Extremely conservative","4. Bad","2. Republicans","1. Extremely important","2. Have a guest worker program in order to work","1. Favor","1. Very important","2. Oppose","1. Waste a lot","2. Probably hasn't been happening","1. Favor","4. Most of the time","2. Some of the time","2. Not important","2. No",NA,NA,67,"5. Never married","3. Some college","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","4. All"
5058,"2. Most of the time","2. No, didn't vote",NA,"1. A great deal","1. Registered",NA,"2. No, didn't vote in primary or caucus",NA,"1. Yes","2. Donald Trump","1. Approve","2. Wrong track","2. Disapprove",2,87,13,17,1,40,"2. Oppose","2. Oppose","5. Slightly conservative","4. Bad","2. Republicans","2. Very important","2. Have a guest worker program in order to work","1. Favor","2. Somewhat important","2. Oppose","1. Waste a lot","1. Has probably been happening","1. Favor","4. Most of the time","1. Never","2. Not important","2. No",NA,"2. No",55,"5. Never married","3. Some college","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
5059,"3. About half the time","1. Yes, voted","2. Mitt Romney","3. A moderate amount","1. Registered",NA,"2. No, didn't vote in primary or caucus",NA,"1. Yes","2. Donald Trump","1. Approve","2. Wrong track","2. Disapprove",14,40,39,53,17,70,"2. Oppose","2. Oppose","5. Slightly conservative","2. Good","2. Republicans","4. Not too important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","1. Favor","1. Very important","2. Oppose","1. Waste a lot","2. Probably hasn't been happening","1. Favor","3. About half the time","2. Some of the time","1. Important","1. Yes","2. Almost every week","1. Yes",35,"1. Married","1. Some high school or less","2. No","1. Selected","1. Selected","1. Selected","1. Selected","0. Not selected","1. Both parents born in the U.S.","0. None"
5060,"2. Most of the time","1. Yes, voted","3. Other","2. A lot","1. Registered","3. None or 'independent'","2. No, didn't vote in primary or caucus",NA,"1. Yes","3. Gary Johnson","1. Approve","2. Wrong track","1. Approve",15,15,50,30,40,60,"2. Oppose","2. Oppose","4. Moderate, middle of the road","4. Bad","3. Not much difference between them","2. Very important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","3. Neither favor nor oppose","1. Very important","2. Oppose","1. Waste a lot","2. Probably hasn't been happening","1. Favor","2. Some of the time","3. About half the time","2. Not important","1. Yes","4. A few times a year","2. No",28,"5. Never married","4. Associate degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","4. All"
5061,"2. Most of the time","1. Yes, voted","1. Barack Obama","3. A moderate amount","1. Registered",NA,"1. Yes, voted in primary or caucus","1. Hillary Clinton","1. Yes","1. Hillary Clinton","1. Approve","1. Right direction","1. Approve",98,1,99,89,99,NA,"1. Favor","1. Favor",NA,"2. Good","1. Democrats","4. Not too important","1. Make all unauthorized immigrants felons and send them back to their home country.","3. Neither favor nor oppose","1. Very important","3. Neither favor nor oppose","2. Waste some","2. Probably hasn't been happening","1. Favor","1. Never","5. Always","1. Important","1. Yes","2. Almost every week","2. No",61,"4. Separated","2. High school graduate","2. No","0. Not selected","1. Selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
5062,"2. Most of the time","1. Yes, voted","1. Barack Obama","1. A great deal","1. Registered","1. Democratic party","1. Yes, voted in primary or caucus","1. Hillary Clinton","1. Yes","1. Hillary Clinton","2. Disapprove","2. Wrong track","1. Approve",100,0,100,100,100,0,"1. Favor","1. Favor","2. Liberal","5. Very bad","1. Democrats","1. Extremely important","4. Allow to remain and eventually qualify for U.S. citizenship without penalties.","2. Oppose","1. Very important","1. Favor","2. Waste some","1. Has probably been happening","2. Oppose","2. Some of the time","5. Always","2. Not important","2. No",NA,NA,43,"1. Married","3. Some college","1. Yes","0. Not selected","0. Not selected","1. Selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
5063,"5. Never","2. No, didn't vote",NA,"4. A little","2. Not registered",NA,"2. No, didn't vote in primary or caucus",NA,NA,NA,"1. Approve","2. Wrong track","2. Disapprove",70,40,60,30,50,50,"2. Oppose","2. Oppose","4. Moderate, middle of the road","3. Neither good nor bad","3. Not much difference between them","2. Very important","1. Make all unauthorized immigrants felons and send them back to their home country.","2. Oppose","1. Very important","2. Oppose","1. Waste a lot","1. Has probably been happening","1. Favor","3. About half the time","1. Never","2. Not important","2. No",NA,"2. No",44,"1. Married","2. High school graduate","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
5064,"2. Most of the time","1. Yes, voted","1. Barack Obama","3. A moderate amount","1. Registered","2. Republican party","2. No, didn't vote in primary or caucus",NA,"1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",2,60,70,50,50,70,"3. Neither favor nor oppose","3. Neither favor nor oppose","3. Slightly liberal","1. Very good","2. Republicans","1. Extremely important","4. Allow to remain and eventually qualify for U.S. citizenship without penalties.","3. Neither favor nor oppose","2. Somewhat important","2. Oppose","1. Waste a lot","2. Probably hasn't been happening","2. Oppose","5. Always","3. About half the time","2. Not important","1. Yes","1. Every week",NA,23,"5. Never married","1. Some high school or less","1. Yes","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
5065,"3. About half the time","1. Yes, voted","2. Mitt Romney","3. A moderate amount","1. Registered",NA,"1. Yes, voted in primary or caucus","6. John Kasich","1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",21,57,31,3,33,61,"1. Favor","1. Favor","4. Moderate, middle of the road","3. Neither good nor bad","3. Not much difference between them","2. Very important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","1. Favor","1. Very important","2. Oppose","1. Waste a lot","1. Has probably been happening","1. Favor","3. About half the time","3. About half the time","2. Not important","2. No",NA,NA,58,"1. Married","3. Some college","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","4. All"
5066,"4. Some of the time","1. Yes, voted","2. Mitt Romney","4. A little","2. Not registered",NA,"2. No, didn't vote in primary or caucus",NA,NA,NA,"2. Disapprove","2. Wrong track","2. Disapprove",30,0,15,40,50,50,"2. Oppose","2. Oppose",NA,"4. Bad","3. Not much difference between them","3. Somewhat important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","2. Oppose","3. Not very important","3. Neither favor nor oppose","1. Waste a lot","1. Has probably been happening","2. Oppose","4. Most of the time","2. Some of the time","2. Not important","2. No",NA,NA,48,"3. Divorced","5. Bachelor's degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
5067,"2. Most of the time","1. Yes, voted","1. Barack Obama","2. A lot","1. Registered",NA,"1. Yes, voted in primary or caucus","1. Hillary Clinton","1. Yes","1. Hillary Clinton","1. Approve","1. Right direction","1. Approve",85,0,85,60,85,30,"1. Favor","1. Favor","4. Moderate, middle of the road","2. Good","1. Democrats","1. Extremely important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","2. Oppose","2. Somewhat important","3. Neither favor nor oppose","1. Waste a lot","1. Has probably been happening","1. Favor","2. Some of the time","5. Always","2. Not important","2. No",NA,"2. No",59,"3. Divorced","4. Associate degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","1. One"
5068,"3. About half the time","1. Yes, voted","2. Mitt Romney","2. A lot","1. Registered","2. Republican party","2. No, didn't vote in primary or caucus",NA,"1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",0,100,0,0,0,70,"2. Oppose","2. Oppose","6. Conservative","4. Bad","2. Republicans","2. Very important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","1. Favor","1. Very important","2. Oppose","1. Waste a lot","2. Probably hasn't been happening","1. Favor","4. Most of the time","1. Never","1. Important","1. Yes","4. A few times a year","2. No",65,"2. Widowed","3. Some college","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","2. Two"
5069,"1. Always","1. Yes, voted","1. Barack Obama","2. A lot","1. Registered",NA,"1. Yes, voted in primary or caucus","2. Bernie Sanders","1. Yes","1. Hillary Clinton","2. Disapprove","2. Wrong track","1. Approve",70,14,83,85,87,19,"1. Favor","1. Favor","3. Slightly liberal","3. Neither good nor bad","1. Democrats","5. Not important at all","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","2. Oppose","1. Very important","3. Neither favor nor oppose","1. Waste a lot","1. Has probably been happening","1. Favor","1. Never","5. Always","1. Important","1. Yes","1. Every week","2. No",82,"1. Married","5. Bachelor's degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","1. One"
5070,"2. Most of the time","1. Yes, voted","2. Mitt Romney","3. A moderate amount","1. Registered","3. None or 'independent'","1. Yes, voted in primary or caucus","9. Someone else who is not a Republican or Democrat","1. Yes","5. Other","2. Disapprove","2. Wrong track","2. Disapprove",50,85,0,0,0,0,"2. Oppose","2. Oppose",NA,"5. Very bad","3. Not much difference between them","1. Extremely important","1. Make all unauthorized immigrants felons and send them back to their home country.","2. Oppose","1. Very important","2. Oppose","1. Waste a lot","1. Has probably been happening","1. Favor","4. Most of the time","1. Never","1. Important","1. Yes","3. Once or twice a month","2. No",46,"1. Married","4. Associate degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","4. All"
5071,"2. Most of the time","1. Yes, voted","2. Mitt Romney","3. A moderate amount","1. Registered","2. Republican party","2. No, didn't vote in primary or caucus",NA,"1. Yes","2. Donald Trump","2. Disapprove","2. Wrong track","2. Disapprove",0,70,50,15,0,85,"2. Oppose","2. Oppose","6. Conservative","3. Neither good nor bad","2. Republicans","1. Extremely important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","1. Favor","1. Very important","3. Neither favor nor oppose","1. Waste a lot","1. Has probably been happening","1. Favor","3. About half the time","2. Some of the time","1. Important","2. No",NA,NA,36,"3. Divorced","5. Bachelor's degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
5072,"3. About half the time","1. Yes, voted","1. Barack Obama","3. A moderate amount","1. Registered","1. Democratic party","1. Yes, voted in primary or caucus","1. Hillary Clinton","1. Yes","1. Hillary Clinton","2. Disapprove","1. Right direction","1. Approve",70,0,85,65,65,30,"1. Favor","1. Favor","2. Liberal","2. Good","1. Democrats","1. Extremely important","3. Allow to remain and eventually qualify for U.S. citizenship, if they meet","2. Oppose","3. Not very important","3. Neither favor nor oppose","1. Waste a lot","1. Has probably been happening","1. Favor","1. Never","3. About half the time","2. Not important","2. No",NA,"2. No",38,"1. Married","6. Master's degree","2. No","1. Selected","0. Not selected","0. Not selected","0. Not selected","0. Not selected","1. Both parents born in the U.S.","0. None"
5073,"3. About half the time","2. No, didn't vote",NA,"2. A lot","1. Registered","3. None or 'independent'","2. No, didn't vote in primary or caucus",NA,"1. Yes","5. Other","2. Disapprove","2. Wrong track","1. Approve",60,12,71,40,61,16,"1. Favor","1. Favor","4. Moderate, middle of the road","3. Neither good nor bad","1. Democrats","2. Very important","2. Have a guest worker program in order to work","2. Oppose","1. Very important","3. Neither favor nor oppose","1. Waste a lot","1. Has probably been happening","2. Oppose","2. Some of the time","3. About half the time","2. Not important","1. Yes","4. A few times a year","1. Yes",32,"1. Married","5. Bachelor's degree","2. No","0. Not selected","0. Not selected","0. Not selected","1. Selected","0. Not selected","3. Both parents born in another country","4. All"
